"HolderAddress","Balance","PendingBalanceUpdate"
"0xe53a9f35881668338479b1b82e0dadc9787c3522","12,183.333333333333","No"
"0xf6d41463bece30a2a3e2ee5dde879a7c404a741d","12,183.333333333333","No"
"0xb0b25a2c69732ad7d82cd69f9bd9c61bf9e9deef","11,895.018260869565217391","No"
"0x2d3fe453caaa7cd2c5475a50b06630dd75f67377","11,116.707826086956521739","No"
"0x64b61e3b8f1d5cb92641c92a447b2bb43972450d","10,633.241379310344","No"
"0xe29a74a5c740f2f4b6ce87954d310bc107cf0abe","10,000","No"
"0xe8e1add20adbecd417494eeb523842d345be787d","9,774.655172413793931034","No"
"0x84e1056ed1b76fb03b43e924ef98833dba394b2b","9,000","No"
"0x21e3ecbe565a883859490ad70fdd80a5d5e5fce9","6,930.869565217391304347","No"
"0xc541084e01b702eb5f622b683d21be528521f4b5","6,063.64","No"
"0xb749a586080436e616f097f193ba9cb6a25e7ea6","5,316.620689655172","No"
"0x8febef7f6e34d9981329bbccd6f9f0184cb919db","3,646.6666666666666","No"
"0x62e79f8b25ae02be427fddebffacd7cc9f7d8182","3,600.785538054185376614","No"
"0x30054ad0f4a091b2df037326018fcb7d85df58de","3,278.582453470169174547","No"
"0xade1afb038046d85cbb4ba42dad1ab94bca679f8","3,135.601126415719772909","No"
"0x0a34027237b9cb04c83ace81ec103c3d49c57297","2,558.5","No"
"0xb9ea10d8729018acc3a8c658d3843ccb1a907e0b","2,436.6666666666666","No"
"0x3b2335de0703c91cf718a4cb5f89ba43ef90e8e2","2,423.029027004770536655","No"
"0x92e6fcf37e0d7640e9c36c4209fd541193f13d3d","2,099.998186745296286265","No"
"0xc274d2f6cb2b47b26b80ed4f9d74553d49f164b4","1,860.79310344827589862","No"
"0x8288c280f35fb8809305906c79bd075962079dd8","1,609.250506932024112374","No"
"0xd37841ae7f73e28b0bca5e3c49be374a12527a99","1,002.288759530369653545","No"
"0x6a85008e2b21e858dd52d88f377129f453495cee","1,000","No"
"0x564fe76ba3544c70b91ab03609a7757648d562f5","921.16597058036371246","No"
"0x441ce739f2fe9ad6d35a9dff04c32a46b0f82aa8","509.494643561818766987","No"
"0x397a5a0f34b66dca6967b292fb4b36c2e92c7a10","376.432631130788784527","No"
"0x39b7881a9c21c81b57636565d06e1cd388f31889","342.797985186298219854","No"
"0x6914c5b9ab9b49bcf84f980ff773bf2ae6186a6d","337.377148115285257038","No"
"0xa8f8810d09d136767d41a2ed70e61cd955ba293e","307.191255668487486394","No"
"0xc4da129e6be5134420d48523922a66f9c8ef1c51","260.37193869537463314","No"
"0x3b40e56250a0393d9f45be1accca9dc5e6ec7ed9","239.275862068965512413","No"
"0x103ac82daf13da683f6251dc0c5008198fb2a402","204.689655172413797931","No"
"0xe65bc9d90619e0f98fdb6bda851aaa19e054355a","178.680225365565969251","No"
"0x8ce4cc9ad7aaac62cd1c781b18e3881fa566c92d","141.046842296940580729","No"
"0x47874c4a49983cdd27f84a4c10e6ad4819e27b64","88.902158926003660725","No"
"0x6c1c420c04f4d563d6588a97693af902b87be5f1","48.75802786958956449","No"
"0x743ef7f98fc855bd650fe8a31da43c93d50ab04b","35.268703416916766727","No"
"0x16461f076890900e00c1257f0071555022b1d316","30.02717216198374663","No"
"0x38f5e5b4da37531a6e85161e337e0238bb27aa90","27.263584430128790136","No"
"0x4a183b7ed67b9e14b3f45abfb2cf44ed22c29e54","24.203812830722130109","No"
"0x7d2cf60749918801bd7c3ad658fc60ebf7edcfb6","21.974172101083728322","No"
"0xad3b67bca8935cb510c8d18bd45f0b94f54a968f","14.670963377529992543","No"
"0xee1324c46480d300c001975e110fff8db3f3aac5","10","No"
"0x70ccd3635bd5c52fdcb267b67647e0bc052e966c","6.792868644260911392","No"
"0x00000047bb99ea4d791bb749d970de71ee0b1a34","3.635147459319658661","No"
"0xf6bc417be86d8fd506c216c33c6fcb4b720c3438","1.724137931034","No"
"0x352a3666b27bb09aca7b4a71ed624429b7549551","1.08","No"
"0x3156c919fb39070d4ddf6ec850243314bae9730a","0.629548255408545","No"
"0x56820bc4dcc9ae3dc589267c7736efb45c2a2265","0.499979512434482192","No"
"0xd1418c3a6d94c43e06f45d8ec8fd175ae3b5d48f","0.264874424640006106","No"
"0x6509bf499f9b3a04df68c36e4ba2af762ea9f927","0.000940083243668745","No"
"0xd2de35816826fd6975323d0e0344981ba5c29b7f","0.000868110613379233","No"
"0x3ad5e4b99cebefb1623e85d89ed8ed788f5e5e9d","0.000762187700854137","No"
"0x9de521898775f3d04390642d1cf3a0391fd99835","0.000703169401303142","No"
"0x65f50ed2397ea80fbabb7b81b2344bc6819563cb","0.000686139989459329","No"
"0x4fe030fe705414885c39e22985e6447ae14b7da0","0.000654959632741669","No"
"0xa6cd611bbbd95e0b840647e13808e859087ff3b6","0.000331423337001558","No"
"0x1110dec1b5fbeaaf879af63f085990bdaa2d7a96","0.000156376633469127","No"
"0x8a18a12390572931a3284a02be498ff2f0b7d856","0.000074502848354738","No"
"0x0018916e8dee3872ec9f8d9dd1856dad5904905d","0.00000000378771856","No"
"0x75cc3ca108180ce2a0003e9be550b412dce73291","0.00000000000600093","No"
"0xb7ef59280cd5329c78796d8bff73e62aaa591202","0.000000000000001789","No"
"0x1111111254eeb25477b68fb85ed929f73a960582","0.000000000000000001","No"
"0x2f3efba93d82b86c4ae9abc21745af2f44f76eeb","0.000000000000000001","No"
"0x553db61a162483b3768b335cd61a42f8c782205c","0.000000000000000001","No"
"0xe37e799d5077682fa0a244d46e5649f71457bd09","0.000000000000000001","No"
"0xf081470f5c6fbccf48cc4e5b82dd926409dcdd67","0.000000000000000001","No"
