"HolderAddress","Balance","PendingBalanceUpdate"
"0x012e9d541a07180579631b38c6ed3488bf239727","211,494.988845365","No"
"0xb1e56980c1ff008ed9d14dc09a6feadf755327a9","209,599.6","No"
"0xcb2914de7686946fd066015542211eae19cad79b","203,992.40663768","No"
"0x5783b18a581b8e32ed6d8060af0ee89e38179ccb","196,655.794942505","No"
"0xa5532ccbf09baf3e552e9b668fbadbde4185742e","184,552.812970487","No"
"0x2a764bf53e53ef7097a97f76771495e1e4308293","182,000.039384106","No"
"0x7ceb20cb266386682f3308311bb6e1a742d2afd7","178,311","No"
"0x321a284b3345fd351180262f288a8328463a3ac6","176,085.409191597","No"
"0x67c55b0e9b12708a5547840c3bd0251c347369c9","168,993.6886319","No"
"0xc7d00d91b00f544d37f469bcf7e5dc9636242c66","167,294.853438945","No"
"0x713b179310972c9a370ac8f9b2610178a72451af","165,025.999527736","No"
"0x182cffedabcf42e3b7ebdbc0dceee62520244a6a","160,962.421794169","No"
"0x42a36dc575e8426f2c71871bdaecad50e6e445b1","159,353.418859268","No"
"0xec1944fc09be326121ae8a8b3defe77e8a35f7fa","155,012.795670488","No"
"0x4d5743cba0004726b14286d934ab9022a23cd73a","144,355.150978184","No"
"0xdb665bf99d693b4af30207f6f44e987d0ceeef62","144,236.471669063","No"
"0x1729bde2fb8f64378da6f91342351e82df6b9df2","144,180.004292699","No"
"0x9878fd1fc944a83ca168a6293c51b34f8eb0edad","142,982.20350968","No"
"0x36918aee283c062afd7c999ba21b4acb84024e9f","142,392.170528102","No"
"0x6c7e9d8bc490be6e20a5a166754f234bcb591427","137,883.086452439","No"
"0xbd36999a1a76d93cf2e2c9759826d1d8f474bc88","131,226.764172451","No"
"0xa6364afb914792fe81e0810d5f471be172079f7b","130,809.942916132","No"
"0xb445975a20277c4a16e72dd8782ef5e73330f048","130,130.019724999","No"
"0x6c31247b23c5fbdb892398de9106fc4be0a185f6","129,299.273817678","No"
"0xdecfedd5de3d6f115cee4bee8ea9fc21ef4a5aa7","122,000","No"
"0xabc32c4bc2173692b6af56c84e46c92f15e52401","114,722.809015694","No"
"0x4afd527d5d12205f6cafa71d7fd0d74a36eb37ff","103,869.8","No"
"0x229aa58766c3e48a69466bc57ac404168c8b94a8","102,118.016655092","No"
"0x42eb05255fb9e892e02686767430f40e0433dd7d","99,073.444673875","No"
"0xbeed8db02e9365268823e408d856a6e5273387bc","78,126.732","No"
"0x6ff7cbf03129c0b59ff58eccdb2bf6fd4e135876","75,830.771143673","No"
"0x517ce3c2683247ab865fd8294a93a761c868e6eb","64,431.580582986","No"
"0xae98da296e22097583ad425b9719e16850b3aa8e","63,700.004709041","No"
"0x0c49e65a9b5bfbd8857ebf876ef3e57c7a566991","60,464.786191143","No"
"0x8b1ecb6caa64655ced25b2fe165f316be537e1dc","56,969.4810076","No"
"0x5d0d2d42a6cd7c276bc20bbd388585c5b4b75eed","56,910.873330065","No"
"0x8efe3907ce0165991c518e79d3079347486681b6","56,192.384468133","No"
"0x5ce5955a181c44bb6d4ed461715aa3c04f102e2b","54,591.083545278","No"
"0xb0d491244d4ba2fe6af57ff5db93ffdce4c7d0f3","50,159.737886485","No"
"0xf1b294cf775a3caf86795d4a4b11513f8a6fbc8c","41,142.3","No"
"0xd5f6030a57174c1730f538a06e4e8648a67c3e6c","40,280.463347212","No"
"0x8aa056ad87b892f5dbdc4136722eb4504c734782","40,059.237343033","No"
"0xd419ee923f228aede6af1958290f53dacfa8138b","39,594.926659918","No"
"0xc14fb72518e67b008f1bd8e195861472f8128090","36,946.316957896","No"
"0xc6c3793fb22c3b1a062b04fb62f1dcaf68bc35f2","36,400.001910293","No"
"0xed027adf10c458582affefae12afd22a2eb27680","35,879.703257171","No"
"0x4ad8b8a1a6427fefd06ac30aa31cf75166d9de29","35,276.151921679","No"
"0x830379c1b227582ae30d5687509c1fc34b33fb1e","35,143.631921952","No"
"0xd651d535e78f468d2d5d89590ef3edfb4c68758d","34,085.179869887","No"
"0x3677f46b956a1f72b886a3f44f5dd65313dbfb16","32,512.194265225","No"
"0x14d2eaba71e93cd3ca59bfbff530ac401761c356","30,518.262707432","No"
"0xe9a142a272c94b95b21e74dc6bf3104ba56d5aed","30,030.001124998","No"
"0x757b9d5f0d8dfd732e6f6470f52661ca5cbe331a","29,993.807420747","No"
"0x8441b3a03b817602e5bd0694c35746dc78635961","29,694.353956231","No"
"0xf173ea9fcfbdd4fc0262a60a3798abbe1db568bd","26,557.375954777","No"
"0x702eebf8aebd2015e87ade3269d010aff9fbb408","25,199.784563833","No"
"0x5230d16658cc063636c3185d190e2b186c3148bf","23,477.453977167","No"
"0x928788231d89b99b22c615104fc3a73896a71fda","21,394.901363295","No"
"0x3d3f16c250b44bc82a97f8366defef68aa1037b3","20,540.560614518","No"
"0xfc51ee1dd837a04566c39588edcc745de4ab65d0","18,821.002330974","No"
"0x1502939e4851d6f97321f6a8d966ddfa096aa3fd","17,853.983183952","No"
"0x6f888c3c4b9c356d462d2351b4149b1740171998","17,632.755860515","No"
"0xad2e9f28ac2d155ed17b8d0622c70055752c5b31","15,396.738061111","No"
"0x95d97f011a5e49f0a1b78fc7133a5d5303788046","14,556.735078887","No"
"0xc375917387350245ad3016d1b4041bcd95da49b9","13,736.501620566","No"
"0x7d9ae5ca32fd909fc4a846bac8b2209d3f002eba","11,990.723839227","No"
"0x209c03382c81056968d95f867a997be0376e4768","11,182.996841712","No"
"0x9bd5e11f662d2f5f4096925d63a3734f02bee49e","10,330.419100489","No"
"0xb1b9b4bbe8a92d535f5df2368e7fd2ecfb3a1950","10,214.677754063","No"
"0x742c03b6664aca7c522e20e12b8cdf3c436ba343","9,100.000127776","No"
"0xd8311fec8592e7092e21bdcc95bac98805e0eb9c","9,100.000096169","No"
"0x9a7944ad2ad9ef971a6706e639fb3e17eba786e1","8,552.568436436","No"
"0xe107d96b144131515f07930ac32fb999c26276df","8,282.881820481","No"
"0x9a2041e5220cf8167600b61fb5e947d1c983e010","8,159.086431616","No"
"0x0d24bbfa73f045b0404a1f58d6ef194c02623541","7,995.477491509","No"
"0x7527e6f90865c7f6a32c2888e1791a9abc437340","7,496.680181155","No"
"0xa38049167de7259b9e4a3aefeea35849c288a71e","7,348.14042199","No"
"0x76ed526a6fd33ae6fbbb1305b4d84cab9b477585","7,280.00010572","No"
"0x59545f8e270870d54940fcaeb4916fb65d1b4eda","7,280.000076537","No"
"0x6c1c420c04f4d563d6588a97693af902b87be5f1","6,781.987924004","No"
"0x2cf314d27b37611c86eb7a62a14762c6f6ae96c7","5,955.475461676","No"
"0x1773cad5fbc947a2c626c94099c1341bb9540d35","5,624.072734568","No"
"0x5273ec36d4eeac54dc06e01c273145c4dc914977","5,243.738113811","No"
"0x5b6d9f4f2348159086306389cb46b4babfe8912a","5,174.623287157","No"
"0x91d6dd3ec19df91d2c26eea717559680ab6d22a6","5,077.793437023","No"
"0xd6a17991532a6e096ad7ccc4978a8ad391aff4e0","5,037.241336633","No"
"0x2d9beecd8c326bed1373cf987e12a413d74b9da6","4,855.423334032","No"
"0xa40df3cada8986f75545147e55fb84ba7b8e6ec0","4,476.635705282","No"
"0x95338831ef3508bd9f8d42b3bf26fafc54b8b80e","3,640.00001784","No"
"0x975ed398241c5bce3feb6005f612a0ba699dff8b","3,618.786650154","No"
"0x6326d9a5afbbfc622dc63edc25249e5da7839f98","3,602.488389735","No"
"0x448a4fe06a2807b0c9803cd8b6135cdd02bc0d51","3,565.444999151","No"
"0x1bef257d3d1c03c41e6f2e9ba951e0d768274b85","3,320.914848083","No"
"0xd73eb00994cf5991aa6edc56a0aef454bb1dded6","3,242.253920791","No"
"0x603da9849432a76e73cb192f607f0756845333f3","2,898.94371069","No"
"0xb9e6eefa30ad8b75f07809ae7e9f383f93a49c11","2,769.114106221","No"
"0x5346a2b65d98859401ce4ce685c547ee9a04da69","2,673.906655074","No"
"0x0f2f4f0bb17b860fd6246106305bd2e4331f290d","2,500.000008789","No"
"0x9d06fe0ab35e0b6313c9ef25364eef64056d15b2","2,364.725629071","No"
"0x2ad2ea1f414fc5dcbe470053f418ca1655a74b04","2,153.960905386","No"
"0xa4321055da0bdb9c3278ee67744f7ae9c2f5d720","2,151.542263513","No"
"0x645ddc108e35fe3fcf18b023db444f6db98bddb7","2,051.475162965","No"
"0x1eb7e73cc5432b593d1f3370ac32c74bd2b57fa4","2,000.042331424","No"
"0x0a38af3c2a30199908ba7ceb6aaf730ff831f0fc","1,919.726905671","No"
"0xbdb36ed852bee02f163b6fa5d831a95e8b651d3b","1,861.31219991","No"
"0x634cb24ffa5cf115b482d74db4b12d172170076f","1,843.308689074","No"
"0x9aba6b562afce02430c07219debe20b1bc9f336d","1,837.797554342","No"
"0x1f619e6ebc113986f30786ec5fbfe76e4333cdde","1,820.000004782","No"
"0xdbfe92415ea6dc53f7eb08417d21f92a7cfe6b15","1,648.153795191","No"
"0x7212e027d89607e03bfcdde9480e79102c07c68a","1,629.264003827","No"
"0x69b516ed75d419c5bba957baff02c07d8641ef28","1,562.407114748","No"
"0xe8ea7e48027faa72b2dc2187dfd002d0a041fc2f","1,501.500003255","No"
"0xc9e21229600deffe4247114b8b4f9549b85d6368","1,374.100002722","No"
"0xe86b70559122e763828ede34d5984a4b76f5ea9a","1,011.010001478","No"
"0x50069ec74c9994fbcc7dd2fe970763988daf05a2","1,001.910032213","No"
"0x1b375b45331364dc27cb10abcce5906e4887c79b","1,000.000002451","No"
"0xdf47ba31c2a6beba68eadf4fed2d0d527f744b66","910.000001195","No"
"0xa1d4bc4d0ad4801218bf10d5d35efebd028094dd","910.000001195","No"
"0xc699de3692feab98bc2467710753dd1b54da6312","804.766758311","No"
"0x3701a9607bb0ffa8f1756bfd6af00c76f31f569c","546.000000346","No"
"0xe2f921f396fed0912492947010997e92b6ac7aa3","500.000001762","No"
"0x0571814d1394d04287ef91465948ae33737110a9","490.538","No"
"0x0e192cd3669771352920b80fb50b284ca054e9c3","473.484713171","No"
"0xe7884b413b6c5988d98bf837384b4171b7f20b0f","471.966261598","No"
"0x826a3b1399ed6ed6f4e2e46901e3192b981fb789","293.03021018","No"
"0xdd0d6830534022d793734bd0abe9abc90b6a48e8","206.763976971","No"
"0x98bc591ce25cd7eab857d954f3ba4ebe992cfa43","194.63340001","No"
"0x5ea60ff7b4e4b82637538f1d53532a477e1291ae","182.00000005","No"
"0xff9ceea33db8a15e7517524854e26c5807a2e79f","129.751180298","No"
"0x89af492cdadb8e23ac61ee65aa49675b98171b05","117.393022809","No"
"0x416a5af54f45b6fdbbe884eb3e0752877b61c2a8","105.406970129","No"
"0x4a4d4fe164bbf4ed025db5a036af85d60d2c07d2","100.104139993","No"
"0x0663b3f2085394a2e7c8ec2c41fc96ad8aea94a1","100","No"
"0x6b6d6c9f48ca36fbdcc6a184ac8dca977b7cdd9e","91.123962125","No"
"0xb96d8bb1a336f5f9c59e639c0d4b3da5d86fad3b","91.000000009","No"
"0x66db8e8dec5f7ae1d8f91cb64dfb00c740c7b2fa","87.000000011","No"
"0x1685fb01dc0a17e654d8d155bcaeb8b2e764e78a","82.810000016","No"
"0xabc735f506f67519e8e2ea3a48942ca1c2e35bd6","76.329443548","No"
"0xdd5c164362dd273d02a8e0bfa686babf9ab7fcc5","60.337263682","No"
"0x6f4a06df0a5ac39174603adda39079ccd62726a0","58.795576621","No"
"0xb2179d6377f396c8e43cdf13f31c49795a9db8f3","15.47","No"
"0x96ef729947ac726d17c04b27f1f77dede1ff6bd4","12.561387909","No"
"0x57f9af08f1cbc1da8a0ce5abf341d972ade77e23","10","No"
"0xdbe999225b442fc58a9e3074b3311ce9782b35aa","9.1","No"
"0x946ef598032d63368e131e43ef57b805cf60d977","3.46992769","No"
"0xd868cf36aa5503159f1cf4effc754b69ddb79b26","2.86136426","No"
"0x3273a5716e2c1a2206e49c0b715e59566f008e00","2.147123221","No"
"0x3187be4985882bd7c3786b71a7f07573d569c500","2.006901042","No"
"0x3092ba02e92fc309253e0de2f94995a4a6eaafb9","1.460288981","No"
"0x90bb780b4b119008204c42565b7d993f02cffff7","0.91","No"
"0xa75c2552b6eef6cf8f90f6c34c7d2fc246cc7d9e","0.732279395","No"
"0xb4a26ac3f1ed02225ca57d879f6a9854acd7e829","0.575333186","No"
"0x16412d9b3382288ccc7f8d8d582edd00a8f3e12b","0.56545569","No"
"0xf07fd126ee67fc80f17a608739da8f0225c63c0e","0.559310767","No"
"0xaa7ff26d5a3e64887772945ad4ced530b5786fe1","0.506073936","No"
"0xd86cb0bb1819fc02bc2786bbf84958b4b4e42bf2","0.41997456","No"
"0x91d533132c4b72caed310a2655c3bd3630631290","0.393330525","No"
"0x7672b8c259f1ee5a6cc182e6026ecb6537c9982d","0.393064005","No"
"0xc2400923d4e3d09d30a693054a5b798cdeee4121","0.356967176","No"
"0xd0487c3b826b3cd50f9dc9c2e3c4646d8258084b","0.346707129","No"
"0x968bee69a0e96cefcb1325e68c9ac1e0f0305f0f","0.258890629","No"
"0xaa69ffc5f6c680e4e07454c29c814291d1613957","0.142171225","No"
"0x7a83514c404c1232fd9a06c6fe9f61894b200de7","0.141206207","No"
"0x000000000000b6b4c2dc4f3f12159df0163f67e9","0.138848859","No"
"0x284736227fbf3bc1b7622b4330892cdb7d7d5e3e","0.138831012","No"
"0x4c1f8947e8cda5b1fe43dc67a902f34a12729e5e","0.125673806","No"
"0x2341954f75bfd09b0c695b6c0e6d7a5092dc99b9","0.114115278","No"
"0x5a56e491f7076ebfdf7a0b3a9cdb07d7bc70148e","0.106221925","No"
"0x710e4ffd8cc5bf2bcc449ca2efe67048a0f30f98","0.088601907","No"
"0xccc920c70831d047c7495646147cd061dc5b0e6e","0.08472999","No"
"0x54800b26ad6d86ced4ee7b4a8dbe60d16c228f03","0.083652685","No"
"0xbb5fdfbbd480ac110f335e451ce1cc0bd4d8fa8c","0.083537706","No"
"0xaeef8d8ac935c3e48531bdaf004664ae795cafa9","0.070535532","No"
"0x2582492ce0b0a42b7cee4b6022cbeee04d7dfd04","0.069655005","No"
"0x94e73b3b05e2e3dfc55665357055340985bcf7df","0.056735097","No"
"0x361331b245a94319a832022f04c510bfa35585a7","0.049398692","No"
"0x934b703a13142700fc36a79215e4b17b9a3b38c6","0.046552394","No"
"0x0656fd85364d03b103ceeda192fb2d3906a6ac15","0.03787242","No"
"0xd32487b4866ad04393e026fb250d8fbc9cbae7cf","0.024617069","No"
"0xf1ac75ba1dbcb3e314f8db70fc0caa2411228428","0.021826939","No"
"0x25354f60613ba87b25eae2b50200dc7a3fbd07bf","0.021096778","No"
"0xe37e799d5077682fa0a244d46e5649f71457bd09","0.010890965","No"
"0x56a9f94fb16747ecc97c798a4e59f3669a6e9438","0.009581627","No"
"0x485a65463e60f65b58574c8d0244328bb97410c6","0.006350637","No"
"0x97d89a0a545d6425a3042c06c3a20f37aecb71f3","0.001688647","No"
"0x3ad5e4b99cebefb1623e85d89ed8ed788f5e5e9d","0.000892487","No"
"0xd2de35816826fd6975323d0e0344981ba5c29b7f","0.000887207","No"
"0x0c76b64c28516981b4582bf34e986a0a256a97eb","0.000675218","No"
"0x6509bf499f9b3a04df68c36e4ba2af762ea9f927","0.000653725","No"
"0x09ec9a96eb9cb24e5f146d28af5b2dc4a2b929e9","0.000536409","No"
"0x4fe030fe705414885c39e22985e6447ae14b7da0","0.000522527","No"
"0x65f50ed2397ea80fbabb7b81b2344bc6819563cb","0.000393101","No"
"0x8a18a12390572931a3284a02be498ff2f0b7d856","0.000336029","No"
"0xa6cd611bbbd95e0b840647e13808e859087ff3b6","0.000215805","No"
"0x9de521898775f3d04390642d1cf3a0391fd99835","0.000215786","No"
"0x1110dec1b5fbeaaf879af63f085990bdaa2d7a96","0.000151305","No"
"0x5f08d12ad369fbb0bda40f571dac8ab648abbf1e","0.000071431","No"
"0x9ed612420955d47496077ddeaf90d306ea928618","0.000020118","No"
"0x5d675394646a81c9395d674827063c4702048c0b","0.000002672","No"
"0x8ec472cb2b9daab42d94b7a9319807752a96b78d","0.000002249","No"
"0x48d30aa96019d881eaa0b96556c99463d38b8ec3","0.00000222","No"
"0x78dfd34b1b96152277f5b628322b27c50c9eeff8","0.000001687","No"
"0xb38ff70b37cf688dfe32eeb60688e100b3d4907c","0.000001167","No"
"0xd5a191431459af576bd3c09f6a430dab2ed0afbf","0.000001033","No"
"0x1fb8b785d1864855fd865b0784d3f783b7ead82e","0.000000009","No"
"0xc10c48a12a4c2455a2edfadaf63b740798864c1d","0.000000008","No"
"0x0c2963230979bfd3a9879830b5f6fdadd0802612","0.000000007","No"
"0x9816fcb1950cc16cfdd9a04ff5a5f2633dc7aa07","0.000000003","No"
"0xf081470f5c6fbccf48cc4e5b82dd926409dcdd67","0.000000001","No"
"0x6778bfa3904ae3386236ef397620816c90cd351f","0.000000001","No"
"0x6342869c432f92d6d1419a8fb1ff318ee7e5b498","0.000000001","No"
"0x1111111254eeb25477b68fb85ed929f73a960582","0.000000001","No"
"0x70e4a52b238c52b1c2a08108ab67a80f4109dc98","0.000000001","No"
"0x886d4cff37156ec68a26938698071e159b3d2d1a","0.000000001","No"
"0x00000000002c6af25c23d8581499b8bccaf453ec","0.000000001","No"
"0x0000000000f92b9350f41fa6cd93be16ff7649db","0.000000001","No"
"0x0000000000dba7f30ba877d1d66e5324858b1278","0.000000001","No"
"0x0000000000cc1ffb95df1486af6dacb26d6d1af0","0.000000001","No"
